id,title,author,length,difficulty,rating,tags
7923,Mutiny On Board the Bounty,Wonko_the_Sane,3,4,5.05,based off a true story;edutainment;historical;serious
28354,Rainy mood,Jewlie,1,1,3.21,based off a true story;dating;drama
52977,About Darius and the Desert God,WouldntItBeNice,5,4,4.9,biblical;contest entry;romance
17306,Mercenary Queen (Part 1): Escape from Essitrea,Drydenhouse,5,5,5.27,fantasy;serious;war;zombie
5859,Choose Your Own Misadventure,Kieran_M,2,3,3.93,humor;modern
42380,American Outlaws: The Wild Bunch,Will11,6,4,6.64,edutainment;historical;western
63717,Breaker,Mystic_Warrior,7,4,6.1,action adventure;contest entry;family-friendly;fantasy;female protagonist;science fiction
23287,Dead space,ervol1,1,3,3.33,science fiction;scifi
12278,AQW: Prologue,Xt1000305,5,5,4.6,
62471,The Cursed Night,poison_mara,5,3,5.43,female protagonist;horror;western;zombie
46111,The Lost Expedition (2),Will11,3,4,5.14,historical
16683,A Fantastic Journey,Teslin,3,3,4.6,science fiction;scifi;serious
5280,A Man to the Slaughter,chris_zelda,2,6,3.14,humor;modern
56529,Red Fools,Chanbot,3,1,4.71,contest entry;humor;lgbt;science fiction;scifi
61409,Landslide,poison_mara,5,4,4.18,contest entry;dystopia;horror;science fiction
66059,The Elder Scrolls : Shadows of The Princes,fluttershypegasus,4,3,4.73,action adventure;fantasy;horror;supernatural
56430,>DEVOTION,mizal,2,1,5.42,dystopia;post-apocalyptic;science fiction;scifi
7565,The Road to Glasgow.,Snafuu,2,5,3.93,horror;humor
23012,The Will to Live,boeboe,2,3,3.78,horror;serious
470,Magus: Betrayal,Karacan,5,5,5.99,fantasy;previously featured;serious
18729,Out Alive,thelegitGinger,2,6,3.99,horror
10489,Antedilluvia,Secretstarz7,3,2,4.55,fantasy;serious;socially important
10638,Eternal,EndMaster,8,8,7.28,dystopia;fantasy;grimdark;serious;villain protagonist;war
53356,Mutiny on the Bounty,Will11,5,5,6.59,edutainment;historical
9770,Survive The Apocalypse,Journeyman351,2,3,3.98,horror;post-apocalyptic;serious;zombie
46728,The Last At-Bat,herbwagner,2,3,4.04,family-friendly
10634,Innkeeper,EndMaster,6,6,6.47,fantasy;humor;previously featured;serious
7397,Necromancer,EndMaster,6,8,7.21,fantasy;grimdark;serious;villain protagonist;war
20580,The Matching CHAPTER 0NE,esmeefallen,2,3,3.1,fantasy
7482,TRASH,EndMaster,6,2,5.83,humor;modern;previously featured
60671,Anaria: Quest for the Sword of Light,BrighamOlsen24,3,6,4.09,action adventure;fantasy;romance;serious
7374,The time of Darkness,Ipod3000,3,4,3.69,horror;serious
7398,Reunion,donteatpoop,4,2,4.92,humor
27848,#AroundTheWorldIn80DaysChallenge,kawaiiprincess,2,4,3.11,edutainment;quiz;serious;socially important
10933,Moribund School Day,Twolittleorphans,2,8,3.57,horror;humor;zombie
57114,Ciara's Game,simplesabley,5,4,6.06,contest entry;edgelord;horror;psychological
1868,The Mall,Maze_Man,2,3,3.69,humor;modern
61571,Disney+ and Thrust,TheChef,3,7,4.53,contest entry;horror;romance
33454,Escape the Snow Cave,Lifina,2,4,3.63,fantasy
45290,The Ballad of the Orchard,Orange,2,2,5.4,contest entry;dating;drama
27163,Survive or Conquer,37davidg,3,2,4.42,fantasy;historical;socially important;war
61570,A Treatise on Heartly Manners,enterpride,6,3,5.85,contest entry;dating
56644,The Cat and the Crow,Crescentstar,4,4,5.35,animal perspective;anti-hero;contest entry;family-friendly;grimdark;villain protagonist
64475,Sheol's Passage and the Fallen,ninjapitka,6,4,6.47,action adventure;anti-hero;fantasy;grimdark;superhero
21917,The Haunting,ken1053,2,5,3.59,horror
17148,The Make-Believe Sandbox,HaruhiSuzumiya,2,2,5.71,dating;drama;serious
57746,The Will Of The Lord,ShoujoAddict,5,4,4.59,based off a true story;contest entry;fantasy;serious
1447,331 Oakmount Drive,Yunakitty,3,3,5.47,horror;previously featured;serious
64208,A Hunted and Haunted Halloween,Mystic_Warrior,7,6,6.02,action adventure;contest entry;fantasy;grimdark;mystery;psychological;puzzle;thriller
12665,Your Adventure in Wonderland,DawnFire101,5,3,4.08,fantasy
46127,The Mountain Pass,Ogre11,3,3,5.24,contest entry;drama;modern
31643,"I Love You, My Sweet Kate",feathersoul,2,1,3.18,dating;romance
62617,Imprint,juliemmarch,3,2,3.23,dystopia;horror;psychological
29316,Alone in the Forest,pinkalily21,2,2,3.61,animal perspective;family-friendly
11797,Damn Zombies!,WhiteAxe,2,2,3.2,horror;humor;zombie
49642,The Nightmare Realm,Steve24833,6,5,4.72,edgelord;horror
21274,Surviving the EBD Classroom,Killian,2,1,4.14,edutainment;humor;socially important
56522,Vapula,LuvLee,4,4,4.89,contest entry;horror
12689,Losing and Gaining Love,SwazzleJuj,2,1,4.06,dating;serious
24743,The Miracle of Jess,DoctorWhoGal,5,2,4.92,
27719,Nick the Computer Guy,mah3mah3mah3,2,3,3.39,modern;puzzle
1005,Lost Keys,Maze_Man,2,6,3.29,humor;modern
60264,Crazy Kidnapper,StupidManatee,2,4,3.09,modern
10423,An Escape from Ruin,thebookthief,2,6,3.55,scifi;serious
48337,Claire of Lune,WouldntItBeNice,3,3,4.6,contest entry;horror
56507,Don't Hurt Me Again,WouldntItBeNice,3,2,5.2,contest entry;edgelord;female protagonist;horror;psychological;socially important
10428,The Elle Files: Peril at Dandelion Hills,Pixiebaby321,3,4,5.64,humor;mystery;puzzle;thriller
23864,Atramentous,insanebutvain,2,3,5.0,edgelord;horror;serious
15123,TWD: Zombie Apocalypse,xmancxd,2,3,3.4,post-apocalyptic;zombie
1046,The Murdering Midget!!,Smallfry,3,6,4.62,horror;humor;serious
30423,Three Seas,MrMacBowtie,2,6,3.7,fantasy
15818,The Forest Manager II,GrahamSakaki,2,4,3.52,edutainment;socially important
7619,To Make a Sandwich,ohnoesitstori,2,3,4.52,family-friendly;humor
53314,the Androidic Purge,AstralEmbers17,3,4,3.98,science fiction;scifi
10885,A Hero's Odyssey,Romulus,6,3,5.83,edutainment;historical;previously featured;serious
65282,Traitorous Ossetian,HispanicMemes,3,3,3.77,action adventure;historical;modern
34162,The Adventures of Rory Thorn in Math Class,Ogre11,4,1,4.82,drama;family-friendly
11421,Cat's Day,NinaB.R.,1,1,3.36,animal perspective;based off a true story;family-friendly
37901,"The Carnival, Ginny, and I",WouldntItBeNice,3,3,3.7,dating;humor;romance
38667,Empathy,GenericUsername,2,2,3.6,family-friendly
23381,Where the HELL am I???? : Chapter Three,MultipleMinds,2,6,4.48,horror
46533,The Devourer,StrykerL,5,6,5.08,contest entry;drama;science fiction;scifi;socially important
19709,Life as a teenager,iamayeti,2,5,3.35,modern;socially important
7457,Terra Proxima: First Strike,Rommel,3,5,5.75,previously featured;scifi;serious;war
66107,Engineered Desires,fluttershypegasus,2,1,3.99,contest entry;cyberpunk;dystopia;science fiction;scifi
26258,A game of life,StarsandSteel,5,3,3.78,action adventure;humor;modern;psychological;socially important
10479,Highschool,Cwinsy88,2,5,3.62,dating;romance
16109,Demons Stole the Sky,epiclab,3,6,3.82,fantasy
40780,Avoiding Termination,skugga,6,2,4.77,contest entry;humor;modern
37696,The Path of Death,Steve24833,7,4,6.94,fantasy;grimdark;zombie
46904,The Watch of Time,Sora20030c,2,5,3.7,fantasy;modern;science fiction
29765,Just Another Average Joe,Rocket,2,3,3.78,humor;science fiction;scifi
11142,Insane Asylum,soccermoose123,2,6,3.25,horror
43568,A Handsome Man,AliceCarroll33,2,2,3.43,dating;historical;humor;romance
18722,My Life as a Magician,MGREE,2,3,3.6,fantasy
9972,A.M.I.E. (1.1),alienalpha,3,5,4.29,scifi
63243,The Covid Assignment,Northwind,5,3,4.61,edutainment
15610,Personal Demons,RipElliott,6,5,5.43,humor;modern;serious
30352,De Milite Inprudenti,BradinDvorak,2,5,5.67,fantasy;humor;puzzle
16754,Welcome to Camp,jtanopo,3,4,4.3,family-friendly;serious
64824,The Unravelling of Order,fluttershypegasus,4,3,4.59,animal perspective;contest entry;fantasy;grimdark
43910,Siblings,Agstand,6,4,5.29,drama;modern;serious
34386,4 Little Mice,AppDude27,4,4,6.31,animal perspective;drama;family-friendly
16489,The Raven,Romulus,4,4,5.7,based off a true story;drama;historical;horror;previously featured;serious
47509,Penthos,Orange,5,4,5.11,contest entry;fantasy
40873,Goldlust,ESparrorain97,3,5,3.69,modern;serious
393,The Quest for Pegasus,Missy-ga,2,3,5.04,edutainment;serious
6000,2205,Anubis,2,3,3.86,post-apocalyptic;science fiction;scifi;serious
18988,Undead Persona,Tanstaafl,7,6,6.53,contest entry;post-apocalyptic;romance;science fiction;scifi;serious;war;zombie
18800,Psychopathic Circus,liannalevi,2,4,3.27,horror
45147,A Mars adventure,Hable27,3,2,3.44,science fiction;scifi
34679,The Wolves II: The Great Death,RimC,2,3,3.18,horror;humor
61708,The Brave Polar Bears,lopz66,5,5,4.81,animal perspective;contest entry;family-friendly
12123,Homo Perfectus 7,SindriV,6,4,6.59,scifi;serious;socially important;war
47286,Nen Personality Test,puddlebunni,2,2,4.34,humor;quiz
28629,A British Shipwright Immigrant's Life in Canada (1830),doneamo,2,2,4.46,edutainment;historical
63256,"The Unsightly Treatment of One, Benjamin Schatz.",TheChef,2,2,5.32,drama;dystopia;modern;mystery;psychological
26281,Quinn,ICaughtACat,2,2,3.59,modern
15173,Drive Fast!,TheAbbatelli,2,5,3.13,modern;serious
63126,Uneasy Lies the Head,Camelon,3,2,5.53,contest entry;dystopia;family-friendly;science fiction
35291,Coffee Break,StillWatersRunDeep,2,4,3.38,humor;modern
26929,The Lost Expedition (1),Will11,3,3,5.63,historical
10516,The Carivelli Carnival,jessicacane34,2,5,4.42,horror
59583,Wicked Garden,TheSchroe,2,4,3.68,fantasy;mystery;puzzle
64838,Degenerate,ninjapitka,5,5,6.21,anti-hero;edgelord;modern;psychological;thriller
26752,The Road: Carrying the Fire,MorganSakana,3,8,4.83,post-apocalyptic;serious
21916,The Very Best,ohaiitsrachel,2,2,3.34,humor
8557,The Unwritten Jedi,NealShustermanFan,2,2,3.01,science fiction;serious
60933,Vicious Moles of Nature,Bill_Ingersoll,4,5,5.48,action adventure;horror;romance
22537,The Maze Runner,jkid14,2,3,3.0,humor;serious
5937,Cantina Band: Dusty Death in D-Minor,jorose,2,4,3.73,serious
58354,The Foreigner,Unkindcrab,5,5,3.53,action adventure;fantasy;horror;modern;mystery;thriller
39636,Isabel's Next Adventure,shazwott,2,4,3.15,drama;historical
5466,The Devil's Fire,Ashen_Snake,5,4,6.55,mystery;previously featured;serious;thriller
10721,Celestial Lies: Chapter One,joshdragon,4,5,4.81,fantasy
17394,Vanvid,mistman96,6,2,4.5,fantasy
14013,Quest for the Holy Grail,Briar_Rose,2,4,6.01,humor
2302,The Gauntlet II: Returning Home,Badger,5,6,5.48,fantasy;previously featured;serious
54329,The Greasy Smell of Gun Oil...,LuvLee,3,4,3.92,drama;horror;modern;serious;socially important
26146,Archangel,Archangel48,3,3,4.93,horror;serious;zombie
61670,Your Life as a Genetic Engineer!,franke,2,4,3.38,based off a true story;edutainment;socially important
61407,Leroy and Mika's Organic Poetry,Shadowdrake27,1,1,4.39,contest entry;dating;romance
58692,Boobs!!!,Ogre11,1,1,4.64,animal perspective;based off a true story;edutainment;romance
41237,Samantha,Digit,2,6,4.01,drama;horror;serious
17917,Blackbirds Close In,Negative,1,1,3.18,horror;modern
15606,Paul's Health Project...,Kuhluhruhee,4,3,3.6,edutainment;serious;socially important
14274,Sanity in Turmoil,LovelyRita,3,5,3.67,post-apocalyptic;scifi;war
43744,Stockholm Syndrome,Agstand,4,4,3.47,drama;female protagonist;modern
63577,Biscuits and Ghosts,MadHattersDaughter,5,2,7.04,fantasy;female protagonist;historical;horror;humor;lgbt;mystery;supernatural;thriller
29720,Lets go to the mall,WVictor97,3,4,3.25,humor;modern
10893,You're Fired!,scorsaro,2,2,4.0,humor;modern
10894,The Epic Adventure of Epicness,Cumminma,2,8,3.13,humor;modern
51929,Scum,Digit,6,7,5.43,contest entry;fantasy;science fiction;scifi;war
18717,A Spy's Mission,Natalie,2,3,4.06,modern;serious
22711,are you happy with your choices?,hanaemi,2,2,4.24,drama;edutainment;serious;socially important
14710,A Dog's Life,CapturedNecko22,2,2,5.52,animal perspective
65841,Harry Potter: The Last Riddle,fluttershypegasus,5,2,5.45,fantasy;mystery
47234,Appearance vs. Reality,PlaguedAnarchy,3,1,4.14,drama;family-friendly;humor
4681,The Tapestry,Equilibrium,2,5,3.78,mystery;serious;thriller
28396,Betrayer,Jewlie,1,1,3.11,based off a true story;drama;modern
51301,No Man`s Land (Zombie Survival),ultraoverlord,4,4,4.34,dystopia;horror;post-apocalyptic;zombie
21343,Years Gone By,Nicolerhi,2,1,3.37,drama;horror
140,How To Play A Game,cysid,1,2,5.5,edutainment;humor
60018,Apostle,Zealot,2,2,3.39,contest entry;edutainment;historical;serious
31353,Hunting the Ripper,Will11,6,6,7.04,based off a true story;mystery;serious;thriller
5953,Horus,Anubis,2,3,3.57,edutainment;serious
45288,Vermin,Digit,2,1,3.89,contest entry;horror;serious
11144,"Farewell, My Childhood Self",applegirl,5,3,6.95,dating;drama;romance;serious
10226,Raceia,mrchak,2,5,3.08,fantasy
62789,Graves,CarterBrazensky,3,7,4.64,drama;grimdark;horror;mystery
21887,Unforgiven,camryndoty,2,5,3.8,fantasy;serious
65064,Fall to Hopelessness,Mystic_Warrior,6,4,5.61,action adventure;anti-hero;contest entry;edgelord;fantasy;grimdark;modern;villain protagonist
66594,Bomb Mission,325boy,3,4,4.45,action adventure;modern
9095,Psychedelic,greenhalos,2,5,3.3,fantasy;humor
9898,Reanimation.,SindriV,2,6,4.07,horror;zombie
52998,The Cries of Caracas,desaitu,2,3,3.25,mystery;puzzle;thriller
52600,Love is for the Birds,mizal,3,2,5.36,animal perspective;contest entry;dating;family-friendly;humor;romance;socially important
9392,Awesomeland - The Adventure Begins,Spacemandan01,2,3,3.49,humor;modern
9444,Lilly of the Forest,casmith,2,1,4.27,fantasy
48393,From A Great Height,Saika,6,5,6.05,contest entry;fantasy
7711,Clover Seven: Ace Attorney - Episode 1: Turnabout Museum!,SilverMan,2,6,5.37,humor;puzzle
32087,Uprise,Hanna_The_Panda,2,3,3.75,horror;humor;post-apocalyptic;zombie
15547,"Get To Work, Squarepants!",raychallx,2,5,3.3,humor
9918,Save Your Dragon,Killer999,5,4,5.51,fantasy;war
3736,Wolves,Equilibrium,1,6,4.31,animal perspective;family-friendly;serious
44370,Bullet Train,alfiebart,2,3,3.67,modern;serious
17521,Would you survive an Alien Invasion?,themaybird,2,2,3.39,science fiction;scifi
63059,Utopia Planitia,Bill_Ingersoll,4,5,5.21,dystopia;female protagonist;science fiction;scifi
34028,The Quick Dating Game,Ogre11,2,2,4.97,contest entry;dating;humor
14237,"A Hero is Born, Episode 2",hugo23,4,3,4.56,fantasy;serious;war
28365,Battlefield Commander: The Trojan War,Will11,5,5,5.57,edutainment;historical;war
11545,Through Time,Killa_Robot,6,6,7.26,dating;drama;humor;romance;serious
8300,The Murder Mystery,mr.xcentrix,4,3,4.21,mystery;puzzle;serious;thriller
26606,1912,kawaiiprincess,1,3,3.44,based off a true story;edutainment;historical;quiz
17901,A Stroll in the Forest,Samanda,2,3,3.12,humor;modern
17779,The Murder at the Museum,WASP,2,3,4.12,humor;mystery;puzzle;thriller
38431,Magellan 1: Race into the Great Unknown,Will11,5,4,5.71,fantasy
61775,Creatures of the Snow,Bill_Ingersoll,6,3,6.03,action adventure;family-friendly;female protagonist;post-apocalyptic;science fiction
18655,Blood and Time,esmeefallen,2,3,3.06,fantasy;humor;serious
40947,Rings of Stone,Aardvark,5,6,5.04,contest entry;fantasy
9907,Homo Perfectus 2,SindriV,5,5,6.79,puzzle;scifi;serious
62099,Soul Thief,MadHattersDaughter,5,1,6.76,contest entry;dating;fantasy;humor;mystery;romance
1757,College Romance,Amaliel,2,2,3.47,dating;romance;serious
4139,Die Zombie! Die! Pt II,Miccy2000,2,3,4.98,horror;humor;previously featured;zombie
17721,Zombie Kill Squad,Castaway24,2,3,4.22,horror;zombie
51339,Waiting for the (Trump) Train,WouldntItBeNice,1,2,4.06,contest entry;edutainment;humor;lgbt
24696,Friend Zone,daydreams,2,3,3.07,dating;romance
6823,Light Space,tsmpaul,5,5,6.26,previously featured;scifi;serious
27405,Amish Adventure,amishamishamish,2,1,4.11,edutainment;socially important
16263,Alone with a Presence,KarmicJustice,2,8,3.8,horror;serious
63097,Liquid Metal,poison_mara,2,2,3.59,anti-hero;dystopia;post-apocalyptic;scifi
60002,Edithe Zilonis,MadHattersDaughter,4,1,6.32,fantasy;humor;mystery;romance;thriller
7480,Alpha Wolf,EndMaster,6,6,6.38,anti-hero;horror;humor
38481,Adventures of a Cute Cat: A Poem,Negative,2,2,3.77,animal perspective;family-friendly
62679,The Scary Night,WouldntItBeNice,2,2,4.26,contest entry;fantasy;female protagonist;horror
7426,Mechanised Assault Unit,tsmpaul,4,4,5.51,previously featured;scifi;serious;war
7965,Ghost House,Jimson,2,6,3.34,horror;humor;puzzle;serious;zombie
17620,The Adventure into Albanon: Chapter 1,SoulStar,2,4,3.54,fantasy
6606,Dead End,DarthVader_13,3,4,5.04,horror;humor;zombie
30703,Basic History/Geography Quiz,DFHTHK,2,5,3.26,edutainment;historical;humor;quiz
48455,Sanctimonium: Lambs and Wolves,Cking,6,4,4.59,dystopia;scifi;serious
61111,Day of the Dead--One Soul's All Souls Procession,Shadowdrake27,2,4,5.58,action adventure;contest entry;fantasy;horror;mystery;thriller
5861,ESL Billy's Adventure,Hellom,2,4,3.47,edutainment
38276,Site 59: No Escape,breezy134,5,5,5.42,horror
63751,"LOTR:The Shire, an Exploration Game",fluttershypegasus,2,1,3.67,family-friendly;fantasy
12165,...In Love And War,Crissie24,2,2,5.64,dating;drama;female protagonist;romance;serious
16710,The Right Way,GuardsGhost,2,3,4.09,fantasy;serious;war
887,The Wormtongue Journals: Book One,Advcom,2,3,3.17,mystery;serious;thriller
25447,World Wars: Beach Landings,Boringfirelion,2,5,3.73,modern;serious;war
47639,It's Raining Again,Bucky,2,1,3.98,dating;drama;dystopia
61367,Anaria: The Demon Necromancer,BrighamOlsen24,3,6,3.3,action adventure;fantasy
2272,The Gauntlet,Badger,2,6,4.78,fantasy;serious
27507,A tale of love and hate..,Indigirl,3,2,4.55,dating;drama;romance;serious
59241,Secret of the Grass Planet,Bill_Ingersoll,7,7,6.33,mystery;science fiction;scifi
15494,The very short tale of Bara,mistman96,2,2,3.76,fantasy
34751,The Orb of Detroit,gpappami,2,1,3.02,fantasy
36791,Mazkil,Steve24833,6,4,6.07,fantasy;grimdark;war
58502,The King's Command,ninjapitka,5,4,5.34,contest entry;fantasy;war
34885,When Lights Go Out,tjwilliams555,5,5,4.06,based off a true story;horror;humor
38083,Life as a Time Traveler,WouldntItBeNice,5,5,4.0,humor;modern;romance;science fiction
23928,The Cliche Adventures of a Generic Hero,Bucky,6,5,5.66,fantasy;humor;war
13274,The White One,TheUnknown,2,4,5.16,horror
53431,The Mortician,Orange,2,2,4.94,contest entry;dating;horror;romance
23691,Infinite Sadness,A_Plastic_Peanut,2,4,3.82,modern;serious
10056,Dragon Ages,socialspider,1,3,3.12,animal perspective;fantasy
65611,Fallout : Seattle under Siege,fluttershypegasus,4,6,4.66,action adventure;dystopia;horror;post-apocalyptic;science fiction;war
45480,Slaying Song,BradinDvorak,2,3,6.13,contest entry;fantasy
7513,The Pictures from the Prophecy,Chucklemoowebs,2,4,3.51,fantasy;serious
64216,Shelter for the Night,Bill_Ingersoll,6,3,6.12,horror
45674,Secret Santa Story,Crescentstar,2,3,4.8,contest entry;modern;serious
29489,Achilles,Chase223,6,3,6.79,previously featured;science fiction;scifi;war
6316,Cougar Crossing: Imminent Threat,primates,1,6,3.14,humor;modern
14541,Dog Life,MegLuvMTrench,2,2,3.09,animal perspective;humor;modern
15290,The Lost Island,cgiorgi,2,3,3.96,modern
14310,Purchase or Pirate?,invisiblePirates,2,1,3.13,edutainment;humor;socially important
56742,Agent of Order,mizal,6,3,6.63,contest entry;female protagonist;mystery;previously featured;science fiction;scifi;socially important
18504,Get out alive,cMitchell3,2,6,4.42,fantasy;humor;puzzle;serious
6258,You'd better hide...,primates,2,6,3.22,humor;modern;puzzle
52067,A Witch's Inheritance,Mynoris,5,4,5.67,contest entry;drama;fantasy;female protagonist;grimdark
50613,Song of Nothing,Orange,2,1,3.74,contest entry;fantasy
66624,Shostakovich,betaband,2,3,4.56,drama;historical
64451,Stanley and a Statue,AnthonyScoffler,5,5,4.77,action adventure;horror;supernatural
49200,Inseparable,mizal,2,1,5.93,contest entry;dating;lgbt;romance;serious;socially important
53134,The Lost Realm,EbonVasilis,6,6,6.37,contest entry;fantasy;grimdark;romance
44894,Maintenance Systems,ExtraCredit,2,2,3.47,edutainment;humor;quiz
65168,Life is Strange: Blood Oath,TomCom69,6,5,3.24,action adventure;biblical;drama;edgelord;fantasy;mystery;psychological;puzzle;supernatural;thriller
65351,The Phone Call,TrueParanormal,2,1,3.84,drama;mystery;psychological;serious;thriller
16402,Timewarp - Ancient times,Stratego,5,5,4.89,edutainment;historical;quiz
16814,Cuban Missile Crisis,Gumpert,2,3,4.59,edutainment;historical;war
66895,Arizona Desert,RonnieRibcake,2,6,3.53,edutainment
60324,Clearstone,Shadowdrake27,5,3,4.66,female protagonist;historical;western
53243,Wild Billy,Bucky,3,1,5.22,contest entry;horror;humor;romance
28030,Apocalypse Yesterday,FeanorOnForge,7,7,6.26,contest entry;horror;post-apocalyptic
1526,Marios Adventure Island 3: Sports Extravaganza!,SuperMarioJon,2,3,3.31,humor;previously featured
13659,Don't blink,Legendarny,2,4,3.82,horror;puzzle;serious
19493,Songs to Say Goodbye,AceofRoses,2,2,4.64,drama;fantasy;serious
7001,The Last Man Standing,primates,2,7,3.86,humor;post-apocalyptic;scifi;serious
31243,I As a Character,nikkynik,3,6,3.17,fantasy
27469,The Fairly OddParents: Crocker's Playhouse,CheckABookout,3,3,3.49,serious
50303,A Chosen Hero,EbonVasilis,6,5,5.71,contest entry;fantasy;romance
45493,Mala,badwolfgirl,2,2,3.53,fantasy;science fiction
37416,"The faery, the toller and the rusty door",Thembile,3,4,4.08,fantasy;serious
9935,Homo Perfectus 3,SindriV,5,5,6.9,previously featured;puzzle;scifi;serious
33006,Zombie Survival Guide Game Part 1: Weapons,Imrah,3,7,3.37,horror;post-apocalyptic;quiz;zombie
60875,The Lonely King,Ferany,3,5,4.1,action adventure;drama;edgelord;fantasy;grimdark;post-apocalyptic;serious
53957,Isotope 239,Killerainbow,5,3,3.66,dystopia;post-apocalyptic;science fiction;scifi
26983,What do you wish to remember?,storrny,4,3,3.03,based off a true story;humor;modern
7974,Priesthood,Jimson,3,5,3.53,mystery;serious;thriller
12292,The Darkness,EricDrewCents,2,2,3.52,modern;serious
62052,Phoenix Whip,poison_mara,4,3,5.28,dystopia;science fiction;scifi
18519,Surviving Research Proposal,pusteblume,2,2,3.22,based off a true story;edutainment;humor
27688,The Apology,reconditechief,2,1,3.29,edutainment;historical;socially important
47449,Three Hundred Thousand Tears,Crescentstar,6,6,6.15,based off a true story;contest entry;dystopia;edutainment;historical;horror;previously featured;serious;war
63997,"Death, and what lies beyond...",fluttershypegasus,3,1,4.08,mystery;spiritual;thriller
11393,Frozen Bones,Storvolleng,2,3,3.83,fantasy;zombie
413,You're the Bachelor,janemcg,2,2,4.61,previously featured;puzzle
61548,The Northern Settlement,DerPrussen,5,4,5.14,contest entry;scifi
63398,"who are you, really?",thespiritscalling,5,2,3.41,modern
60747,The Sanguine and Blackbeard's Cutlass,ninjapitka,5,5,6.65,action adventure;anti-hero;contest entry;fantasy;historical
38975,Cannibals Roam,jb007,2,3,3.47,fantasy;horror;humor;post-apocalyptic;zombie
29850,A Day In The Life of A Slice of Bread,sleepy,2,3,3.71,family-friendly;humor
36396,Choose Your Own Madness,pinkbatgirl,6,5,5.12,horror
8875,The Vampire Hunter,Wonko_the_Sane,2,5,5.05,fantasy;humor
52108,The Dolls' Quest,ThomasLaHomme,5,4,6.14,fantasy;grimdark
66370,Encaged,TrueParanormal,5,6,5.51,edgelord;female protagonist;horror;mystery;psychological;serious;thriller
54833,Lone Star,SpartacustheGreat,2,3,3.36,post-apocalyptic;serious
40213,Property,abrambleninja,2,2,3.83,science fiction;scifi
51930,The Ballad of the Winter King,Romulus,2,4,5.45,contest entry;drama;fantasy;horror
9687,Runaway,heeheeAHAHA,4,4,4.0,fantasy;serious
11968,Brains,Loon,4,4,4.65,horror;humor;post-apocalyptic;zombie
63635,"Winter, After the Harvest",hetero_malk,6,6,7.17,anti-hero;contest entry;fantasy;grimdark;post-apocalyptic;serious;supernatural;villain protagonist
31473,Eating Disorders Midterm,Vnakaganeku,3,1,4.08,edutainment;serious;socially important
28838,Spy Mission,Ogre11,6,2,5.89,contest entry;drama;modern
45501,Woolf stone,Lovelywoods,2,3,3.27,historical;mystery;puzzle;thriller
52961,"Roamers, Part 1: The Road to Safety",ultraoverlord,6,5,4.76,dystopia;fantasy;post-apocalyptic;zombie
5526,Will the Real J. Jonah Jameson Please Step Forward?,somerandomperson,1,2,3.98,humor;previously featured;puzzle
38025,Dawnwood,Steve24833,6,3,5.5,horror
45314,America: Made Apocalyptic,joncray,2,4,3.76,based off a true story;dystopia;horror;humor;post-apocalyptic;socially important;war
8356,Warlords: Strategic Conquest,urnam0,6,4,5.74,historical;previously featured;serious;war
4477,The Free Hand,Ashen_Snake,2,4,6.16,horror;previously featured;puzzle;serious
7879,Exploding Alarm Clock - Return that item!,BigFish,2,3,4.71,humor;modern
65637,The Happiness Game,TheONeLol265,3,3,4.81,family-friendly
63829,Star Wars:Secrets Of the Empire,fluttershypegasus,5,2,5.86,fantasy;science fiction
360,The Palio,juggler,2,3,4.66,edutainment;historical;serious
66131,The Witcher: The First Wish,fluttershypegasus,5,5,4.27,action adventure;fantasy;supernatural
346,Adventures With Raven,webadept,2,3,5.12,edutainment;serious;socially important
10897,Fireteam,RyanGCIT,2,7,4.01,historical;modern;war
63916,Middle Earth: Morgoth's Tyranny,fluttershypegasus,5,4,5.92,fantasy
30507,Survivors,Ogre11,5,1,5.28,contest entry;drama;dystopia;post-apocalyptic;scifi;serious
41775,Dr. Figar's Lessons on Job Employment,IronPanther,6,1,5.18,edutainment;humor;socially important
59198,Marooned on Giri Minor,Bill_Ingersoll,6,4,6.08,previously featured;science fiction;scifi
36085,The Deeps,TheBossWriter,3,5,3.37,fantasy;horror;serious
40055,Date Rape Laws and Prevention,irene_cho_,2,2,3.31,based off a true story;edutainment;female protagonist;socially important
15967,Hey Mom,oliviasanabria8,2,4,3.77,based off a true story;dating;socially important
26441,A Day in the Life (and death) of you.,AKathleen,2,6,3.27,horror;serious
55043,Bestist Frend Jane,TheNewIAP,6,4,7.03,based off a true story;contest entry;drama;horror;modern;serious;western
46341,The Panic Room,tjwilliams555,3,5,5.0,mystery;puzzle;thriller
60128,Paper-Mache,jster02,6,3,5.16,contest entry;fantasy;serious
65764,CYBERMONKEY,hetero_malk,2,3,6.16,anti-hero;cyberpunk;edgelord;humor;science fiction;scifi
41210,The Multiverse Chalkboard,donteatpoop,5,6,5.36,contest entry;horror;post-apocalyptic;science fiction;scifi;zombie
45375,"Hastings, 1066: Aftermath",TheWriterInTheDark,7,3,7.24,based off a true story;historical;war
16229,Dr. Horrible's CYA,MMA2013,3,1,3.8,humor
15086,The Annihilation (part one),FroggieGirl1994,2,5,4.04,drama;science fiction;scifi;war
